datetime,user,steps,hr,intensity,kind,school
2021-05-17 00:32:00,16,0,255,0,112,True
2021-05-17 00:32:00,17,0,255,0,80,True
2021-05-17 00:33:00,4,0,255,0,121,True
2021-05-17 00:33:00,5,0,83,0,112,True
2021-05-17 00:33:00,6,0,60,0,112,True
2021-05-17 00:33:00,9,0,255,0,112,True
2021-05-17 00:33:00,10,0,67,0,112,True
2021-05-17 00:33:00,11,0,68,32,112,True
2021-05-17 00:33:00,12,0,255,0,115,True
2021-05-17 00:33:00,15,0,255,0,115,True
2021-05-17 00:33:00,16,0,77,0,112,True
2021-05-17 00:33:00,17,0,255,0,80,True
2021-05-17 00:34:00,4,0,59,0,122,True
2021-05-17 00:34:00,5,0,255,0,112,True
2021-05-17 00:34:00,6,0,255,0,112,True
2021-05-17 00:34:00,9,0,64,0,112,True
2021-05-17 00:34:00,10,0,255,0,112,True
2021-05-17 00:34:00,11,0,70,0,112,True
2021-05-17 00:34:00,12,0,255,0,115,True
2021-05-17 00:34:00,15,0,255,0,115,True
2021-05-17 00:34:00,16,0,255,0,112,True
2021-05-17 00:34:00,17,0,255,0,80,True
2021-05-17 00:35:00,4,0,255,0,122,True
2021-05-17 00:35:00,5,0,85,0,112,True
2021-05-17 00:35:00,6,0,56,0,112,True
2021-05-17 00:35:00,9,0,255,0,112,True
2021-05-17 00:35:00,10,0,66,0,112,True
2021-05-17 00:35:00,11,0,74,0,112,True
2021-05-17 00:35:00,12,0,255,0,115,True
2021-05-17 00:35:00,15,0,255,0,115,True
2021-05-17 00:35:00,16,0,91,0,112,True
2021-05-17 00:35:00,17,0,255,8,80,True
2021-05-17 00:36:00,4,0,64,0,122,True
2021-05-17 00:36:00,5,0,255,0,112,True
2021-05-17 00:36:00,6,0,255,0,112,True
2021-05-17 00:36:00,9,0,65,0,112,True
2021-05-17 00:36:00,10,0,255,0,112,True
2021-05-17 00:36:00,11,0,67,0,112,True
2021-05-17 00:36:00,12,0,255,0,115,True
2021-05-17 00:36:00,15,0,255,0,115,True
2021-05-17 00:36:00,16,0,255,2,112,True
2021-05-17 00:36:00,17,0,255,0,80,True
2021-05-17 00:37:00,4,0,255,2,112,True
2021-05-17 00:37:00,5,0,80,0,112,True
2021-05-17 00:37:00,6,0,63,0,112,True
2021-05-17 00:37:00,9,0,255,0,112,True
2021-05-17 00:37:00,10,0,71,0,112,True
2021-05-17 00:37:00,11,0,64,0,123,True
2021-05-17 00:37:00,12,0,255,0,115,True
2021-05-17 00:37:00,15,0,255,0,115,True
2021-05-17 00:37:00,16,0,79,0,112,True
2021-05-17 00:37:00,17,0,60,0,112,True
2021-05-17 00:38:00,4,0,63,0,112,True
2021-05-17 00:38:00,5,0,255,0,112,True
2021-05-17 00:38:00,6,0,255,0,112,True
2021-05-17 00:38:00,9,0,67,0,112,True
2021-05-17 00:38:00,10,0,255,0,112,True
2021-05-17 00:38:00,11,0,255,45,124,True
2021-05-17 00:38:00,12,0,255,0,115,True
2021-05-17 00:38:00,15,0,255,0,115,True
2021-05-17 00:38:00,16,0,255,0,112,True
2021-05-17 00:38:00,17,0,255,0,112,True
2021-05-17 00:39:00,4,0,255,0,112,True
2021-05-17 00:39:00,5,0,79,0,112,True
2021-05-17 00:39:00,6,0,79,0,112,True
2021-05-17 00:39:00,9,0,255,0,112,True
2021-05-17 00:39:00,10,0,68,0,112,True
2021-05-17 00:39:00,11,0,70,0,123,True
2021-05-17 00:39:00,12,0,255,0,115,True
2021-05-17 00:39:00,15,0,255,0,115,True
2021-05-17 00:39:00,16,0,79,0,112,True
2021-05-17 00:39:00,17,0,66,0,112,True
2021-05-17 00:40:00,4,0,62,0,112,True
2021-05-17 00:40:00,5,0,255,0,112,True
2021-05-17 00:40:00,6,0,255,0,112,True
2021-05-17 00:40:00,9,0,63,0,112,True
2021-05-17 00:40:00,10,0,255,0,112,True
2021-05-17 00:40:00,11,0,255,0,112,True
2021-05-17 00:40:00,12,0,255,0,115,True
2021-05-17 00:40:00,15,0,255,0,115,True
2021-05-17 00:40:00,16,0,255,0,112,True
2021-05-17 00:40:00,17,0,255,0,112,True
2021-05-17 00:41:00,4,0,255,0,112,True
2021-05-17 00:41:00,5,0,87,0,112,True
2021-05-17 00:41:00,6,0,75,0,112,True
2021-05-17 00:41:00,9,0,255,0,112,True
2021-05-17 00:41:00,10,0,70,0,112,True
2021-05-17 00:41:00,11,0,67,0,112,True
2021-05-17 00:41:00,12,0,255,0,115,True
2021-05-17 00:41:00,15,0,255,0,115,True
2021-05-17 00:41:00,16,0,85,0,112,True
2021-05-17 00:41:00,17,0,55,5,112,True
2021-05-17 00:42:00,4,0,60,0,112,True
2021-05-17 00:42:00,5,0,255,3,112,True
2021-05-17 00:42:00,6,0,255,0,112,True
2021-05-17 00:42:00,9,0,65,0,112,True
2021-05-17 00:42:00,10,0,255,0,112,True
2021-05-17 00:42:00,11,0,255,0,112,True
2021-05-17 00:42:00,12,0,255,0,115,True
2021-05-17 00:42:00,15,0,255,0,115,True
2021-05-17 00:42:00,16,0,255,0,112,True
2021-05-17 00:42:00,17,0,255,0,122,True
2021-05-17 00:43:00,4,0,255,0,112,True
2021-05-17 00:43:00,5,0,79,11,112,True
2021-05-17 00:43:00,6,0,75,0,112,True
2021-05-17 00:43:00,9,0,255,0,112,True
2021-05-17 00:43:00,10,0,68,0,112,True
2021-05-17 00:43:00,11,0,55,0,112,True
2021-05-17 00:43:00,12,0,255,0,115,True
2021-05-17 00:43:00,15,0,255,0,115,True
2021-05-17 00:43:00,16,0,86,0,112,True
2021-05-17 00:43:00,17,0,62,0,122,True
2021-05-17 00:44:00,4,0,63,0,112,True
2021-05-17 00:44:00,5,0,255,27,121,True
2021-05-17 00:44:00,6,0,255,0,112,True
2021-05-17 00:44:00,9,0,63,0,112,True
2021-05-17 00:44:00,10,0,255,0,112,True
2021-05-17 00:44:00,11,0,255,0,112,True
2021-05-17 00:44:00,12,0,255,0,115,True
2021-05-17 00:44:00,15,0,255,0,115,True
2021-05-17 00:44:00,16,0,255,0,112,True
2021-05-17 00:44:00,17,0,255,0,112,True
2021-05-17 00:45:00,4,0,255,0,112,True
2021-05-17 00:45:00,5,0,73,0,122,True
2021-05-17 00:45:00,6,0,74,0,112,True
2021-05-17 00:45:00,9,0,255,25,112,True
2021-05-17 00:45:00,10,0,69,12,112,True
2021-05-17 00:45:00,11,0,65,0,112,True
2021-05-17 00:45:00,12,0,255,0,115,True
2021-05-17 00:45:00,15,0,255,0,115,True
2021-05-17 00:45:00,16,0,78,0,122,True
2021-05-17 00:45:00,17,0,61,0,112,True
2021-05-17 00:46:00,4,0,60,0,112,True
2021-05-17 00:46:00,5,0,255,4,112,True
2021-05-17 00:46:00,6,0,255,18,112,True
2021-05-17 00:46:00,9,0,57,0,112,True
2021-05-17 00:46:00,10,0,255,12,121,True
2021-05-17 00:46:00,11,0,255,0,112,True
2021-05-17 00:46:00,12,0,255,0,115,True
2021-05-17 00:46:00,15,0,255,0,115,True
2021-05-17 00:46:00,16,0,255,0,122,True
2021-05-17 00:46:00,17,0,255,0,112,True
2021-05-17 00:47:00,4,0,255,0,112,True
2021-05-17 00:47:00,5,0,78,0,112,True
2021-05-17 00:47:00,6,0,74,0,121,True
2021-05-17 00:47:00,9,0,255,0,112,True
2021-05-17 00:47:00,10,0,63,0,112,True
2021-05-17 00:47:00,11,0,71,11,112,True
2021-05-17 00:47:00,12,0,255,0,115,True
2021-05-17 00:47:00,15,0,255,0,115,True
2021-05-17 00:47:00,16,0,78,0,112,True
2021-05-17 00:47:00,17,0,70,0,112,True
2021-05-17 00:48:00,4,0,74,0,112,True
2021-05-17 00:48:00,5,0,255,0,112,True
2021-05-17 00:48:00,6,0,255,0,80,True
2021-05-17 00:48:00,9,0,63,0,112,True
2021-05-17 00:48:00,10,0,255,0,112,True
2021-05-17 00:48:00,11,0,255,0,112,True
2021-05-17 00:48:00,12,0,255,0,115,True
2021-05-17 00:48:00,15,0,255,0,115,True
2021-05-17 00:48:00,16,0,255,0,112,True
2021-05-17 00:48:00,17,0,255,0,112,True
2021-05-17 00:49:00,4,0,255,0,112,True
2021-05-17 00:49:00,5,0,73,0,112,True
2021-05-17 00:49:00,6,0,94,7,80,True
2021-05-17 00:49:00,9,0,255,0,112,True
2021-05-17 00:49:00,10,0,63,0,112,True
2021-05-17 00:49:00,11,0,86,56,112,True
2021-05-17 00:49:00,12,0,255,0,115,True
2021-05-17 00:49:00,15,0,255,0,115,True
2021-05-17 00:49:00,16,0,86,0,112,True
2021-05-17 00:49:00,17,0,70,0,112,True
2021-05-17 00:50:00,4,0,63,0,112,True
2021-05-17 00:50:00,5,0,255,0,112,True
2021-05-17 00:50:00,6,0,255,0,80,True
2021-05-17 00:50:00,9,0,75,0,112,True
2021-05-17 00:50:00,10,0,255,0,112,True
2021-05-17 00:50:00,11,0,255,0,112,True
2021-05-17 00:50:00,12,0,255,0,115,True
2021-05-17 00:50:00,15,0,255,0,115,True
2021-05-17 00:50:00,16,0,255,0,112,True
2021-05-17 00:50:00,17,0,255,0,112,True
2021-05-17 00:51:00,4,0,255,0,112,True
2021-05-17 00:51:00,5,0,79,0,112,True
2021-05-17 00:51:00,6,0,78,27,80,True
2021-05-17 00:51:00,9,0,255,0,112,True
2021-05-17 00:51:00,10,0,59,0,112,True
2021-05-17 00:51:00,11,0,55,0,112,True
2021-05-17 00:51:00,12,0,255,0,115,True
2021-05-17 00:51:00,15,0,255,0,115,True
2021-05-17 00:51:00,16,0,86,0,112,True
2021-05-17 00:51:00,17,0,79,0,112,True
2021-05-17 00:52:00,4,0,71,0,122,True
2021-05-17 00:52:00,5,0,255,0,112,True
2021-05-17 00:52:00,6,0,255,0,89,True
2021-05-17 00:52:00,9,0,65,0,112,True
2021-05-17 00:52:00,10,0,255,0,112,True
2021-05-17 00:52:00,11,0,255,0,112,True
2021-05-17 00:52:00,12,0,255,0,115,True
2021-05-17 00:52:00,15,0,255,0,115,True
2021-05-17 00:52:00,16,0,255,0,112,True
2021-05-17 00:52:00,17,0,255,0,112,True
2021-05-17 00:53:00,4,0,255,0,122,True
2021-05-17 00:53:00,5,0,80,0,112,True
2021-05-17 00:53:00,6,0,75,0,80,True
2021-05-17 00:53:00,9,0,255,0,112,True
2021-05-17 00:53:00,10,0,65,6,112,True
2021-05-17 00:53:00,11,0,66,0,112,True
2021-05-17 00:53:00,12,0,255,0,115,True
2021-05-17 00:53:00,15,0,255,0,115,True
2021-05-17 00:53:00,16,0,78,0,112,True
2021-05-17 00:53:00,17,0,75,0,112,True
2021-05-17 00:54:00,4,0,59,0,112,True
2021-05-17 00:54:00,5,0,255,0,112,True
2021-05-17 00:54:00,6,0,255,0,80,True
2021-05-17 00:54:00,9,0,63,0,112,True
2021-05-17 00:54:00,10,0,255,0,122,True
2021-05-17 00:54:00,11,0,255,0,112,True
2021-05-17 00:54:00,12,0,255,0,115,True
2021-05-17 00:54:00,15,0,255,0,115,True
2021-05-17 00:54:00,16,0,255,0,112,True
2021-05-17 00:54:00,17,0,255,0,112,True
2021-05-17 00:55:00,4,0,255,0,112,True
2021-05-17 00:55:00,5,0,95,5,112,True
2021-05-17 00:55:00,6,0,69,0,80,True
2021-05-17 00:55:00,9,0,255,0,112,True
2021-05-17 00:55:00,10,0,63,7,112,True
2021-05-17 00:55:00,11,0,86,36,112,True
